label_id,paxinos_name,proposed_acronym,proposed_name,acronym_basis,basis_detail,confidence,review_status,current_structure_acronym,current_structure_name,resource_action,r,g,b,duplicate_resolution,basis,notes
275,deep gray layer of the superior colliculus,DpG,deep gray layer of the superior colliculus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,DGLOTS_275,deep gray layer of the superior colliculus,kept_for_review_or_manual_approval,63,59,233,unique_imported,,
277,deep white layer of the superior colliculus,DpWh,deep white layer of the superior colliculus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,DWLOTS_277,deep white layer of the superior colliculus,kept_for_review_or_manual_approval,7,0,255,unique_imported,,
278,ependyma and subependymal layer,Ep,ependyma and subependymal layer,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,EASL_278,ependyma and subependymal layer,kept_for_review_or_manual_approval,255,0,69,unique_imported,,
279,ependymal and subendymal layer/olfactory ventricle,E/OLV,ependymal and subendymal layer/olfactory ventricle,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,EASLOV_279,ependymal and subendymal layer/olfactory ventricle,kept_for_review_or_manual_approval,255,178,208,unique_imported,,
280,ectotrigeminal nucleus,Ect5,ectotrigeminal nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,EN_280,ectotrigeminal nucleus,kept_for_review_or_manual_approval,75,11,233,unique_imported,,
281,sublenticular extended amygdala,SLEA,sublenticular extended amygdala,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,SEA_281,sublenticular extended amygdala,kept_for_review_or_manual_approval,233,148,118,unique_imported,,
282,"sublenticular extended amygdala, central part",SLEAC,"sublenticular extended amygdala, central part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,SEACP_282,"sublenticular extended amygdala, central part",kept_for_review_or_manual_approval,255,197,178,unique_imported,,
283,"sublenticular extended amygdala, medial part",SLEAM,"sublenticular extended amygdala, medial part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,SEAMP_283,"sublenticular extended amygdala, medial part",kept_for_review_or_manual_approval,255,65,0,unique_imported,,
284,external cortex of the inferior colliculus,ECIC,external cortex of the inferior colliculus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ECOTIC_284,external cortex of the inferior colliculus,kept_for_review_or_manual_approval,0,53,255,unique_imported,,
285,-------,PCOP2B_285,possible_container_or_parent_285_between_external cortex of the inferio__and__external cuneate nucleus,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,PCOP2B_285,possible_container_or_parent_285_between_external cortex of the inferio__and__external cuneate nucleus,kept_nonapplying_placeholder_aligned_to_current,178,195,255,,,
286,-------,PCOP2B_286,possible_container_or_parent_286_between_external cortex of the inferio__and__external cuneate nucleus,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,PCOP2B_286,possible_container_or_parent_286_between_external cortex of the inferio__and__external cuneate nucleus,kept_nonapplying_placeholder_aligned_to_current,0,54,255,,,
287,-------,PCOP2B_287,possible_container_or_parent_287_between_external cortex of the inferio__and__external cuneate nucleus,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,PCOP2B_287,possible_container_or_parent_287_between_external cortex of the inferio__and__external cuneate nucleus,kept_nonapplying_placeholder_aligned_to_current,89,122,255,,,
289,external cuneate nucleus,ECu,external cuneate nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ECN_289,external cuneate nucleus,kept_for_review_or_manual_approval,178,255,204,unique_imported,,
290,epifascicular nucleus,EF,epifascicular nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,EN_290,epifascicular nucleus,kept_for_review_or_manual_approval,95,35,242,unique_imported,,
291,epilemniscal nucleus,ELM,epilemniscal nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,EN_291,epilemniscal nucleus,kept_for_review_or_manual_approval,69,35,242,unique_imported,,
293,entopeduncular nucleus,EP,entopeduncular nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,EN_293,entopeduncular nucleus,kept_for_review_or_manual_approval,125,83,229,unique_imported,,
294,external plexiform layer of the olfactory bulb,EPl,external plexiform layer of the olfactory bulb,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,EPLOTO_294,external plexiform layer of the olfactory bulb,kept_for_review_or_manual_approval,216,255,89,unique_imported,,
295,external plexiform layer of the accessory olfactory bulb,EPlA,external plexiform layer of the accessory olfactory bulb,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,EPLOTA_295,external plexiform layer of the accessory olfactory bulb,kept_for_review_or_manual_approval,198,255,0,unique_imported,,
296,epirubrospinal nucleus,ERSp,epirubrospinal nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,EN_296,epirubrospinal nucleus,kept_for_review_or_manual_approval,51,168,207,unique_imported,,
297,episupraoptic nucleus,ESO,episupraoptic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,EN_297,episupraoptic nucleus,kept_for_review_or_manual_approval,82,23,225,unique_imported,,
298,nucleus of origin of efferents of the vestibular nerve,EVe,nucleus of origin of efferents of the vestibular nerve,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,NOOOEO_298,nucleus of origin of efferents of the vestibular nerve,kept_for_review_or_manual_approval,51,161,199,unique_imported,,
299,Edinger-Westphal nucleus,EW,Edinger-Westphal nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,EWN_299,Edinger-Westphal nucleus,kept_for_review_or_manual_approval,131,107,255,unique_imported,,
300,ectorhinal cortex,Ect,ectorhinal cortex,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,Ect,ectorhinal cortex,kept_for_review_or_manual_approval,249,255,71,unique_imported,,
301,entorhinal cortex,Ent,entorhinal cortex,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,EC_301,entorhinal cortex,kept_for_review_or_manual_approval,242,255,178,unique_imported,,
302,epipeduncular nucleus,EPD,epipeduncular nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,EN_302,epipeduncular nucleus,kept_for_review_or_manual_approval,106,59,220,unique_imported,,
304,ethmoid thalamic nucleus,Eth,ethmoid thalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ETN_304,ethmoid thalamic nucleus,kept_for_review_or_manual_approval,233,179,35,unique_imported,,
305,nucleus of the fields of Forel,FF,nucleus of the fields of Forel,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,NOTFOF_305,nucleus of the fields of Forel,kept_for_review_or_manual_approval,233,162,89,unique_imported,,
307,fasciola cinereum,FC,fasciola cinereum,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,FC_307,fasciola cinereum,kept_for_review_or_manual_approval,218,255,0,unique_imported,,
308,-------,USOL3B_308,unresolved_small_or_local_308_between_fasciola cinereum__and__F cell group of the vestibular,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,USOL3B_308,unresolved_small_or_local_308_between_fasciola cinereum__and__F cell group of the vestibular,kept_nonapplying_placeholder_aligned_to_current,158,118,255,,,
309,F cell group of the vestibular complex,F,F cell group of the vestibular complex,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,FCGOTV_309,F cell group of the vestibular complex,kept_for_review_or_manual_approval,76,180,215,unique_imported,,
310,flocculus,Fl,flocculus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,F_310,flocculus,kept_for_review_or_manual_approval,71,212,112,unique_imported,,
311,"frontal cortex, area 3",Fr3,"frontal cortex, area 3",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,Fr3,"frontal cortex, area 3",kept_for_review_or_manual_approval,229,233,107,unique_imported,,
312,frontal association cortex,FrA,frontal association cortex,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,FrA,frontal assocn cortex,kept_for_review_or_manual_approval,123,71,250,unique_imported,,
313,"bed nucleus of stria terminalis, fusiform part",BSTFu,"bed nucleus of stria terminalis, fusiform part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,BNOSTF_313,"bed nucleus of stria terminalis, fusiform part",kept_for_review_or_manual_approval,73,11,220,unique_imported,,
314,granular insular cortex,GI,granular insular cortex,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,GI,granular insular cortex,kept_for_review_or_manual_approval,195,201,0,unique_imported,,
315,globus pallidus,GP,globus pallidus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,GP_315,globus pallidus,kept_for_review_or_manual_approval,255,248,178,unique_imported,,
316,gemini hypothalamic nucleus,Gem,gemini hypothalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,GHN_316,gemini hypothalamic nucleus,kept_for_review_or_manual_approval,59,0,203,unique_imported,,
317,gigantocellular reticular nucleus,Gi,gigantocellular reticular nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,GRN_317,gigantocellular reticular nucleus,kept_for_review_or_manual_approval,89,203,136,unique_imported,,
318,"gigantocellular reticular nucleus, alpha part",GiA,"gigantocellular reticular nucleus, alpha part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,GRNAP_318,"gigantocellular reticular nucleus, alpha part",kept_for_review_or_manual_approval,178,255,209,unique_imported,,
319,"gigantocellular reticular nucleus, ventral part",GiV,"gigantocellular reticular nucleus, ventral part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,GRNVP_319,"gigantocellular reticular nucleus, ventral part",kept_for_review_or_manual_approval,0,255,107,unique_imported,,
320,glomerular layer of the olfactory bulb,Gl,glomerular layer of the olfactory bulb,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,GLOTOB_320,glomerular layer of the olfactory bulb,kept_for_review_or_manual_approval,199,233,89,unique_imported,,
321,glomerular layer of the accessory olfactory bulb,GlA,glomerular layer of the accessory olfactory bulb,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,GLOTAO_321,glomerular layer of the accessory olfactory bulb,kept_for_review_or_manual_approval,217,255,89,unique_imported,,
322,gracile nucleus,Gr,gracile nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,GN_322,gracile nucleus,kept_for_review_or_manual_approval,44,223,132,unique_imported,,
323,granule cell layer of the accessory olfactory bulb,GrA,granule cell layer of the accessory olfactory bulb,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,GCLOTA_323,granule cell layer of the accessory olfactory bulb,kept_for_review_or_manual_approval,172,223,0,unique_imported,,
324,granule cell layer of cochlear nuclei,GrCN,granule cell layer of cochlear nuclei,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,GCLOCN_324,granule cell layer of cochlear nuclei,kept_for_review_or_manual_approval,72,0,246,unique_imported,,
325,granule cell layer of the cerebellum,GrCb,granule cell layer of the cerebellum,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,GCLOTC_325,granule cell layer of the cerebellum,kept_for_review_or_manual_approval,115,83,191,unique_imported,,
326,granular layer of the dentate gyrus,GrDG,granular layer of the dentate gyrus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,GLOTDG_326,granular layer of the dentate gyrus,kept_for_review_or_manual_approval,222,255,0,unique_imported,,
327,granular cell layer of the olfactory bulb,GrO,granular cell layer of the olfactory bulb,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,GCLOTO_327,granular cell layer of the olfactory bulb,kept_for_review_or_manual_approval,236,255,178,unique_imported,,
328,hindbrain,Hb,hindbrain,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,H_328,hindbrain,kept_for_review_or_manual_approval,118,255,212,unique_imported,,
329,nucleus of the horizontal limb of the diagonal band,HDB,nucleus of the horizontal limb of the diagonal band,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,NOTHLO_329,nucleus of the horizontal limb of the diagonal band,kept_for_review_or_manual_approval,131,233,0,unique_imported,,
330,hippocampus,HP,hippocampus,deepseek_paxinos_full_list_duplicate_conflict,DeepSeek/Paxinos full-list proposal produced a duplicate acronym; left pending for manual disambiguation. | V33.9b: non-approved duplicate proposal sanitized to a unique non-applied placeholder/current acronym so strict resource validator can pass; review_status was preserved.,conflict,approved,H_330,hippocampus,kept_for_review_or_manual_approval,244,255,178,duplicate_conflict_not_auto_approved; v33_9b_pending_duplicate_sanitized_to_unique_current_acronym,manual_chat_curation_2026-06-23,approved_common_parent_region_acronym
331,hippocampal formation,HF,hippocampal formation,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,HF_331,hippocampal formation,kept_for_review_or_manual_approval,233,255,118,unique_imported,,
332,hypothalamus,HY,hypothalamus,deepseek_paxinos_full_list_duplicate_conflict,DeepSeek/Paxinos full-list proposal produced a duplicate acronym; left pending for manual disambiguation. | V33.9b: non-approved duplicate proposal sanitized to a unique non-applied placeholder/current acronym so strict resource validator can pass; review_status was preserved.,conflict,approved,H_332,hypothalamus,kept_for_review_or_manual_approval,255,110,0,duplicate_conflict_not_auto_approved; v33_9b_pending_duplicate_sanitized_to_unique_current_acronym,manual_chat_curation_2026-06-23,approved_common_parent_region_acronym
333,intercalated nuclei of the amygdala,I,intercalated nuclei of the amygdala,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,INOTA_333,intercalated nuclei of the amygdala,kept_for_review_or_manual_approval,255,198,178,unique_imported,,
335,interstitial nucleus of the vestibulocochlear nerve,In8,interstitial nucleus of the vestibulocochlear nerve,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,INOTVN_335,interstitial nucleus of the vestibulocochlear nerve,kept_for_review_or_manual_approval,63,0,216,unique_imported,,
336,interanterodorsal thalamic nucleus,IAD,interanterodorsal thalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ITN_336,interanterodorsal thalamic nucleus,kept_for_review_or_manual_approval,212,154,0,unique_imported,,
337,interanteromedial thalamic nucleus,IAM,interanteromedial thalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ITN_337,interanteromedial thalamic nucleus,kept_for_review_or_manual_approval,223,172,35,unique_imported,,
338,interstitial nucleus of the medulla,InMd,interstitial nucleus of the medulla,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,INOTM_338,interstitial nucleus of the medulla,kept_for_review_or_manual_approval,100,47,225,unique_imported,,
339,inferior colliculus,IC,inferior colliculus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IC_339,inferior colliculus,kept_for_review_or_manual_approval,0,48,255,unique_imported,,
340,islands of Calleja,ICj,islands of Calleja,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IOC_340,islands of Calleja,kept_for_review_or_manual_approval,233,219,0,unique_imported,,
341,"islands of Calleja, major island",ICjM,"islands of Calleja, major island",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IOCMI_341,"islands of Calleja, major island",kept_for_review_or_manual_approval,255,244,89,unique_imported,,
342,intradecussational nucleus of the superior cerebellar peduncle,InD,intradecussational nucleus of the superior cerebellar peduncle,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,INOTSC_342,intradecussational nucleus of the superior cerebellar peduncle,kept_for_review_or_manual_approval,132,83,250,unique_imported,,
343,intermediate endopiriform nucleus,IE,intermediate endopiriform nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IEN_343,intermediate endopiriform nucleus,kept_for_review_or_manual_approval,95,35,237,unique_imported,,
344,interfascicular nucleus,IF,interfascicular nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IN_344,interfascicular nucleus,kept_for_review_or_manual_approval,151,107,255,unique_imported,,
345,indusium griseum,IG,indusium griseum,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IG_345,indusium griseum,kept_for_review_or_manual_approval,178,255,0,unique_imported,,
346,intergeniculate leaf,IGL,intergeniculate leaf,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IL_346,intergeniculate leaf,kept_for_review_or_manual_approval,223,181,71,unique_imported,,
347,intermediate interstitial nucleus of the medial longitudinal fasciculus,IMLF,intermediate interstitial nucleus of the medial longitudinal fasciculus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IINOTM_347,intermediate interstitial nucleus of the medial longitudinal fasciculus,kept_for_review_or_manual_approval,128,95,208,unique_imported,,
348,infralimbic cortex,IL,infralimbic cortex,deepseek_paxinos_full_list_duplicate_conflict,DeepSeek/Paxinos full-list proposal produced a duplicate acronym; left pending for manual disambiguation. | V33.9b: non-approved duplicate proposal sanitized to a unique non-applied placeholder/current acronym so strict resource validator can pass; review_status was preserved.,conflict,approved,IL,infralimbic cortex,kept_for_review_or_manual_approval,247,255,35,duplicate_conflict_not_auto_approved; v33_9b_pending_duplicate_sanitized_to_unique_current_acronym,manual_chat_curation_2026-06-23,approved_common_region_acronym
349,intermediate nucleus of the lateral lemniscus,ILL,intermediate nucleus of the lateral lemniscus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,INOTLL_349,intermediate nucleus of the lateral lemniscus,kept_for_review_or_manual_approval,93,23,255,unique_imported,,
350,"intercalated amygdaloid nucleus, main part",IANm,"intercalated amygdaloid nucleus, main part",deepseek_paxinos_full_list_duplicate_conflict,DeepSeek/Paxinos full-list proposal produced a duplicate acronym; left pending for manual disambiguation. | V33.9b: non-approved duplicate proposal sanitized to a unique non-applied placeholder/current acronym so strict resource validator can pass; review_status was preserved.,conflict,approved,IANMP_350,"intercalated amygdaloid nucleus, main part",kept_for_review_or_manual_approval,255,67,0,duplicate_conflict_not_auto_approved; v33_9b_pending_duplicate_sanitized_to_unique_current_acronym,manual_chat_curation_2026-06-23,approved_cleaned_region_acronym
351,intramedullary thalamic area,IMA,intramedullary thalamic area,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ITA_351,intramedullary thalamic area,kept_for_review_or_manual_approval,223,201,142,unique_imported,,
352,intermediodorsal thalamic nucleus,IMD,intermediodorsal thalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ITN_352,intermediodorsal thalamic nucleus,kept_for_review_or_manual_approval,212,193,142,unique_imported,,
353,amygdaloid intramedullary gray,AIMg,amygdaloid intramedullary gray,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,AIG_353,amygdaloid intramedullary gray,kept_for_review_or_manual_approval,141,107,220,unique_imported,,
354,inferior olivary nucleus,IO,inferior olivary nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,ION_354,inferior olivary nucleus,kept_for_review_or_manual_approval,178,255,228,unique_imported,,
355,"inferior olive, subnucleus A of medial nucleus",IOA,"inferior olive, subnucleus A of medial nucleus",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IOSAOM_355,"inferior olive, subnucleus A of medial nucleus",kept_for_review_or_manual_approval,89,255,194,unique_imported,,
356,"inferior olive, subnucleus B of medial nucleus",IOB,"inferior olive, subnucleus B of medial nucleus",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IOSBOM_356,"inferior olive, subnucleus B of medial nucleus",kept_for_review_or_manual_approval,178,255,227,unique_imported,,
357,"inferior olive, beta subnucleus",IOBe,"inferior olive, beta subnucleus",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,IOBS_357,"inferior olive, beta subnucleus",kept_for_review_or_manual_approval,89,233,181,unique_imported,,
