label_id,paxinos_name,proposed_acronym,proposed_name,acronym_basis,basis_detail,confidence,review_status,current_structure_acronym,current_structure_name,resource_action,r,g,b,duplicate_resolution
222,dorsal hypothalamic area,DHA,dorsal hypothalamic area,manual_common_neuroanatomy,standard abbreviation,high,pending_review,DHA_222,dorsal hypothalamic area,kept_for_review_or_manual_approval,255,127,0,
223,dorsal cochlear nucleus,DCoch,dorsal cochlear nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,DCN_223,dorsal cochlear nucleus,kept_for_review_or_manual_approval,89,204,233,
224,"dorsal cochlear nucleus, deep core",DCochDeeCor,"dorsal cochlear nucleus, deep core",rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,DCNDC_224,"dorsal cochlear nucleus, deep core",kept_for_review_or_manual_approval,0,204,255,
225,"dorsal cochlear nucleus, fusiform layer",DCochFus,"dorsal cochlear nucleus, fusiform layer",rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,DCNFL_225,"dorsal cochlear nucleus, fusiform layer",kept_for_review_or_manual_approval,0,178,223,
226,"dorsal cochlear nucleus, granular layer",DCochGra,"dorsal cochlear nucleus, granular layer",rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,DCNGL_226,"dorsal cochlear nucleus, granular layer",kept_for_review_or_manual_approval,178,239,255,
227,dorsal cortex of the inferior colliculus,DCIC,dorsal cortex of the inferior colliculus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,DCOTIC_227,dorsal cortex of the inferior colliculus,kept_for_review_or_manual_approval,89,116,255,
228,"dorsal cochlear nucleus, molecular layer",DCochMol,"dorsal cochlear nucleus, molecular layer",rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,DCNML_228,"dorsal cochlear nucleus, molecular layer",kept_for_review_or_manual_approval,89,220,255,
229,dorsal part of claustrum,DCl,dorsal part of claustrum,manual_common_neuroanatomy,dorsal claustrum,high,pending_review,DPOC_229,dorsal part of claustrum,kept_for_review_or_manual_approval,255,222,0,
230,dorsal endopiriform nucleus,DEn,dorsal endopiriform nucleus,manual_common_neuroanatomy,common abbreviation,high,pending_review,DEN_230,dorsal endopiriform nucleus,kept_for_review_or_manual_approval,224,233,89,
231,dentate gyrus,DG,dentate gyrus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,DG_231,dentate gyrus,kept_for_review_or_manual_approval,221,255,0,
232,dysgranular insular cortex,DI,dysgranular insular cortex,paxinos_cortex_file_exact_id,Exact ID match in Paxinos_Watson_Labels_Cortex.txt: DI,official_local,pending_review,DI,dysgranular insular cortex,kept_for_review_or_manual_approval,196,201,35,
233,dorsal intermediate entorhinal cortex,DIEnt,dorsal intermediate entorhinal cortex,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,DIEC_233,dorsal intermediate entorhinal cortex,kept_for_review_or_manual_approval,210,233,89,
234,dorsolateral entorhinal cortex,DorEnt,dorsolateral entorhinal cortex,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,DEC_234,dorsolateral entorhinal cortex,kept_for_review_or_manual_approval,214,255,0,
235,dorsal lateral geniculate nucleus,DLG,dorsal lateral geniculate nucleus,manual_common_neuroanatomy,common Paxinos-style abbreviation,high,pending_review,DLGN_235,dorsal lateral geniculate nucleus,kept_for_review_or_manual_approval,255,204,71,
236,dorsal nucleus of the lateral lemniscus,DLLem,dorsal nucleus of the lateral lemniscus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,DNOTLL_236,dorsal nucleus of the lateral lemniscus,kept_for_review_or_manual_approval,96,71,229,
237,dorsolateral orbital cortex,DLO,dorsolateral orbital cortex,paxinos_cortex_file_exact_id,Exact ID match in Paxinos_Watson_Labels_Cortex.txt: DLO,official_local,pending_review,DLO,dorsolateral orbital cortex,kept_for_review_or_manual_approval,217,223,35,
238,dorsolateral periaqueductal gray,DLPAG,dorsolateral periaqueductal gray,manual_common_neuroanatomy,standard subdivision abbreviation,high,pending_review,DPG_238,dorsolateral periaqueductal gray,kept_for_review_or_manual_approval,178,181,255,
240,dorsomedial hypothalamic nucleus,DMH,dorsomedial hypothalamic nucleus,manual_common_neuroanatomy,common abbreviation,high,pending_review,DHN_240,dorsomedial hypothalamic nucleus,kept_for_review_or_manual_approval,255,148,89,
241,"dorsomedial hypothalamic nucleus, compact part",DMHc,"dorsomedial hypothalamic nucleus, compact part",manual_common_neuroanatomy,DMH compact,high,pending_review,DHNCP_241,"dorsomedial hypothalamic nucleus, compact part",kept_for_review_or_manual_approval,255,89,0,
242,"dorsomedial hypothalamic nucleus, dorsal part",DMHd,"dorsomedial hypothalamic nucleus, dorsal part",manual_common_neuroanatomy,DMH dorsal,high,pending_review,DHNDP_242,"dorsomedial hypothalamic nucleus, dorsal part",kept_for_review_or_manual_approval,255,206,178,
244,dorsomedial periaqueductal gray,DMPAG,dorsomedial periaqueductal gray,manual_common_neuroanatomy,standard subdivision abbreviation,high,pending_review,DPG_244,dorsomedial periaqueductal gray,kept_for_review_or_manual_approval,59,64,255,
246,dorsomedial spinal trigeminal nucleus,DorSpi5,dorsomedial spinal trigeminal nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,DSTN_246,dorsomedial spinal trigeminal nucleus,kept_for_review_or_manual_approval,0,223,208,
248,dorsomedial tegmental area,DorTg,dorsomedial tegmental area,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,DTA_248,dorsomedial tegmental area,kept_for_review_or_manual_approval,0,232,233,
249,"dorsomedial hypothalamic nucleus, ventral part",DMHv,"dorsomedial hypothalamic nucleus, ventral part",manual_common_neuroanatomy,DMH ventral,high,pending_review,DHNVP_249,"dorsomedial hypothalamic nucleus, ventral part",kept_for_review_or_manual_approval,255,105,0,
250,dorsal peduncular cortex,DPed,dorsal peduncular cortex,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,DPC_250,dorsal peduncular cortex,kept_for_review_or_manual_approval,246,255,0,
251,dorsal paragigantocellular nucleus,DPar,dorsal paragigantocellular nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,DPN_251,dorsal paragigantocellular nucleus,kept_for_review_or_manual_approval,76,210,255,
252,dorsal periolivary region,DPer,dorsal periolivary region,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,DPR_252,dorsal periolivary region,kept_for_review_or_manual_approval,153,205,223,
253,dorsal peduncular pontine nucleus,DPedPon,dorsal peduncular pontine nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,DPPN_253,dorsal peduncular pontine nucleus,kept_for_review_or_manual_approval,59,255,200,
254,dorsal raphe nucleus,DR,dorsal raphe nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,DRN_254,dorsal raphe nucleus,kept_for_review_or_manual_approval,0,255,204,
256,"dorsal raphe nucleus, caudal part",DRC,"dorsal raphe nucleus, caudal part",manual_common_neuroanatomy,DR caudal,high,pending_review,DRNCP_256,"dorsal raphe nucleus, caudal part",kept_for_review_or_manual_approval,178,255,239,
257,"dorsal raphe nucleus, dorsal part",DRD,"dorsal raphe nucleus, dorsal part",manual_common_neuroanatomy,DR dorsal,high,pending_review,DRNDP_257,"dorsal raphe nucleus, dorsal part",kept_for_review_or_manual_approval,89,233,204,
258,"dorsal raphe, interfascicular part",DRI,"dorsal raphe, interfascicular part",manual_common_neuroanatomy,DR interfascicular,high,pending_review,DRIP_258,"dorsal raphe, interfascicular part",kept_for_review_or_manual_approval,0,233,186,
259,"dorsal raphe nucleus, lateral part",DRL,"dorsal raphe nucleus, lateral part",manual_common_neuroanatomy,DR lateral,high,pending_review,DRNLP_259,"dorsal raphe nucleus, lateral part",kept_for_review_or_manual_approval,89,255,222,
260,"dorsal raphe nucleus, ventral part",DRV,"dorsal raphe nucleus, ventral part",manual_common_neuroanatomy,DR ventral,high,pending_review,DRNVP_260,"dorsal raphe nucleus, ventral part",kept_for_review_or_manual_approval,0,255,206,
261,dorsal subiculum,DS,dorsal subiculum,manual_common_neuroanatomy,dorsal subiculum,high,pending_review,DS_261,dorsal subiculum,kept_for_review_or_manual_approval,211,255,0,
262,dorsal terminal nucleus of the accessory optic tract,DTerAccOpt,dorsal terminal nucleus of the accessory optic tract,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,DTNOTA_262,dorsal terminal nucleus of the accessory optic tract,kept_for_review_or_manual_approval,89,35,225,
263,dorsal tuberomammillary nucleus,TMd,dorsal tuberomammillary nucleus,manual_common_neuroanatomy,tuberomammillary dorsal,high,pending_review,DTN_263,dorsal tuberomammillary nucleus,kept_for_review_or_manual_approval,255,215,178,
264,dorsal tenia tecta,DTenTec,dorsal tenia tecta,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,DTT_264,dorsal tenia tecta,kept_for_review_or_manual_approval,235,255,178,
269,dorsal tegmental nucleus,DTg,dorsal tegmental nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,DTN_269,dorsal tegmental nucleus,kept_for_review_or_manual_approval,44,216,108,
270,"dorsal tegmental nucleus, central part",DTgC,"dorsal tegmental nucleus, central part",rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,DTNCP_270,"dorsal tegmental nucleus, central part",kept_for_review_or_manual_approval,178,255,206,
271,"dorsal tegmental nucleus, pericentral part",DTgPer,"dorsal tegmental nucleus, pericentral part",rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,DTNPP_271,"dorsal tegmental nucleus, pericentral part",kept_for_review_or_manual_approval,0,255,96,
272,dorsal transition zone,DTra,dorsal transition zone,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,DTZ_272,dorsal transition zone,kept_for_review_or_manual_approval,132,107,195,
273,Diencephalon,DIEN,Diencephalon,manual_common_neuroanatomy,broad diencephalon abbreviation,high,pending_review,D_273,Diencephalon,kept_for_review_or_manual_approval,255,126,0,
274,nucleus of Darkschewitsch,Dar,nucleus of Darkschewitsch,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,NOD_274,nucleus of Darkschewitsch,kept_for_review_or_manual_approval,0,4,233,
275,deep gray layer of the superior colliculus,DeeGraSCol,deep gray layer of the superior colliculus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,DGLOTS_275,deep gray layer of the superior colliculus,kept_for_review_or_manual_approval,63,59,233,
277,deep white layer of the superior colliculus,DeeWhiSCol,deep white layer of the superior colliculus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,DWLOTS_277,deep white layer of the superior colliculus,kept_for_review_or_manual_approval,7,0,255,
278,ependyma and subependymal layer,EpeSub,ependyma and subependymal layer,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,EASL_278,ependyma and subependymal layer,kept_for_review_or_manual_approval,255,0,69,
279,ependymal and subendymal layer/olfactory ventricle,EpeSubOVen,ependymal and subendymal layer/olfactory ventricle,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,EASLOV_279,ependymal and subendymal layer/olfactory ventricle,kept_for_review_or_manual_approval,255,178,208,
280,ectotrigeminal nucleus,Ect,ectotrigeminal nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,EN_280,ectotrigeminal nucleus,kept_for_review_or_manual_approval,75,11,233,
281,sublenticular extended amygdala,SLEA,sublenticular extended amygdala,manual_common_neuroanatomy,descriptive standard abbreviation,high,pending_review,SEA_281,sublenticular extended amygdala,kept_for_review_or_manual_approval,233,148,118,
282,"sublenticular extended amygdala, central part",SLEAc,"sublenticular extended amygdala, central part",manual_common_neuroanatomy,SLEA + central,high,pending_review,SEACP_282,"sublenticular extended amygdala, central part",kept_for_review_or_manual_approval,255,197,178,
283,"sublenticular extended amygdala, medial part",SLEAm,"sublenticular extended amygdala, medial part",manual_common_neuroanatomy,SLEA + medial,high,pending_review,SEAMP_283,"sublenticular extended amygdala, medial part",kept_for_review_or_manual_approval,255,65,0,
284,external cortex of the inferior colliculus,ECIC,external cortex of the inferior colliculus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,ECOTIC_284,external cortex of the inferior colliculus,kept_for_review_or_manual_approval,0,53,255,
289,external cuneate nucleus,ECun,external cuneate nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,ECN_289,external cuneate nucleus,kept_for_review_or_manual_approval,178,255,204,
290,epifascicular nucleus,Epi,epifascicular nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,EN_290,epifascicular nucleus,kept_for_review_or_manual_approval,95,35,242,
291,epilemniscal nucleus,Epi_291,epilemniscal nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,EN_291,epilemniscal nucleus,kept_for_review_or_manual_approval,69,35,242,Acronym Epi duplicated with label_id 290; suffixed with label_id for uniqueness.
293,entopeduncular nucleus,EP,entopeduncular nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,EN_293,entopeduncular nucleus,kept_for_review_or_manual_approval,125,83,229,
294,external plexiform layer of the olfactory bulb,EPl,external plexiform layer of the olfactory bulb,manual_common_neuroanatomy,external plexiform layer,high,pending_review,EPLOTO_294,external plexiform layer of the olfactory bulb,kept_for_review_or_manual_approval,216,255,89,
295,external plexiform layer of the accessory olfactory bulb,AOBEPl,external plexiform layer of the accessory olfactory bulb,manual_common_neuroanatomy,AOB external plexiform layer,high,pending_review,EPLOTA_295,external plexiform layer of the accessory olfactory bulb,kept_for_review_or_manual_approval,198,255,0,
296,epirubrospinal nucleus,Epi_296,epirubrospinal nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,EN_296,epirubrospinal nucleus,kept_for_review_or_manual_approval,51,168,207,Acronym Epi duplicated with label_id 290; suffixed with label_id for uniqueness.
297,episupraoptic nucleus,Epi_297,episupraoptic nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,EN_297,episupraoptic nucleus,kept_for_review_or_manual_approval,82,23,225,Acronym Epi duplicated with label_id 290; suffixed with label_id for uniqueness.
298,nucleus of origin of efferents of the vestibular nerve,OriEffVe,nucleus of origin of efferents of the vestibular nerve,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,NOOOEO_298,nucleus of origin of efferents of the vestibular nerve,kept_for_review_or_manual_approval,51,161,199,
299,Edinger-Westphal nucleus,EdiWes,Edinger-Westphal nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,EWN_299,Edinger-Westphal nucleus,kept_for_review_or_manual_approval,131,107,255,
300,ectorhinal cortex,Ect_300,ectorhinal cortex,paxinos_cortex_file_exact_id,Exact ID match in Paxinos_Watson_Labels_Cortex.txt: Ect Duplicate resolution applied; review before automatic use.,medium,pending_review,Ect,ectorhinal cortex,kept_for_review_or_manual_approval,249,255,71,Acronym Ect duplicated with label_id 280; suffixed with label_id for uniqueness.
301,entorhinal cortex,Ent,entorhinal cortex,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,EC_301,entorhinal cortex,kept_for_review_or_manual_approval,242,255,178,
302,epipeduncular nucleus,Epi_302,epipeduncular nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,EN_302,epipeduncular nucleus,kept_for_review_or_manual_approval,106,59,220,Acronym Epi duplicated with label_id 290; suffixed with label_id for uniqueness.
304,ethmoid thalamic nucleus,EthT,ethmoid thalamic nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,ETN_304,ethmoid thalamic nucleus,kept_for_review_or_manual_approval,233,179,35,
305,nucleus of the fields of Forel,FieFor,nucleus of the fields of Forel,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,NOTFOF_305,nucleus of the fields of Forel,kept_for_review_or_manual_approval,233,162,89,
307,fasciola cinereum,FC,fasciola cinereum,manual_common_neuroanatomy,standard abbreviation,high,pending_review,FC_307,fasciola cinereum,kept_for_review_or_manual_approval,218,255,0,
309,F cell group of the vestibular complex,FVe,F cell group of the vestibular complex,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,FCGOTV_309,F cell group of the vestibular complex,kept_for_review_or_manual_approval,76,180,215,
310,flocculus,Flo,flocculus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,F_310,flocculus,kept_for_review_or_manual_approval,71,212,112,
311,"frontal cortex, area 3",Fr3,"frontal cortex, area 3",paxinos_cortex_file_exact_id,Exact ID match in Paxinos_Watson_Labels_Cortex.txt: Fr3,official_local,pending_review,Fr3,"frontal cortex, area 3",kept_for_review_or_manual_approval,229,233,107,
312,frontal assocn cortex,FrA,frontal association cortex,paxinos_cortex_file_exact_id,Exact ID match in Paxinos_Watson_Labels_Cortex.txt: FrA,official_local,pending_review,FrA,frontal assocn cortex,kept_for_review_or_manual_approval,123,71,250,
313,"bed nucleus of stria terminalis, fusiform part",BSTFU,"bed nucleus of stria terminalis, fusiform part",manual_common_neuroanatomy,common derived abbreviation: BST fusiform part,high,pending_review,BNOSTF_313,"bed nucleus of stria terminalis, fusiform part",kept_for_review_or_manual_approval,73,11,220,
314,granular insular cortex,GI,granular insular cortex,paxinos_cortex_file_exact_id,Exact ID match in Paxinos_Watson_Labels_Cortex.txt: GI,official_local,pending_review,GI,granular insular cortex,kept_for_review_or_manual_approval,195,201,0,
315,globus pallidus,GP,globus pallidus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,GP_315,globus pallidus,kept_for_review_or_manual_approval,255,248,178,
316,gemini hypothalamic nucleus,Gem,gemini hypothalamic nucleus,manual_common_neuroanatomy,common abbreviation,high,pending_review,GHN_316,gemini hypothalamic nucleus,kept_for_review_or_manual_approval,59,0,203,
317,gigantocellular reticular nucleus,GigR,gigantocellular reticular nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,GRN_317,gigantocellular reticular nucleus,kept_for_review_or_manual_approval,89,203,136,
318,"gigantocellular reticular nucleus, alpha part",GigRAlp,"gigantocellular reticular nucleus, alpha part",rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,GRNAP_318,"gigantocellular reticular nucleus, alpha part",kept_for_review_or_manual_approval,178,255,209,
319,"gigantocellular reticular nucleus, ventral part",GigRV,"gigantocellular reticular nucleus, ventral part",rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,GRNVP_319,"gigantocellular reticular nucleus, ventral part",kept_for_review_or_manual_approval,0,255,107,
320,glomerular layer of the olfactory bulb,Gl,glomerular layer of the olfactory bulb,manual_common_neuroanatomy,glomerular layer,high,pending_review,GLOTOB_320,glomerular layer of the olfactory bulb,kept_for_review_or_manual_approval,199,233,89,
321,glomerular layer of the accessory olfactory bulb,AOBGl,glomerular layer of the accessory olfactory bulb,manual_common_neuroanatomy,AOB glomerular layer,high,pending_review,GLOTAO_321,glomerular layer of the accessory olfactory bulb,kept_for_review_or_manual_approval,217,255,89,
322,gracile nucleus,Gr,gracile nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,GN_322,gracile nucleus,kept_for_review_or_manual_approval,44,223,132,
323,granule cell layer of the accessory olfactory bulb,AOBGr,granule cell layer of the accessory olfactory bulb,manual_common_neuroanatomy,AOB granule cell layer,high,pending_review,GCLOTA_323,granule cell layer of the accessory olfactory bulb,kept_for_review_or_manual_approval,172,223,0,
324,granule cell layer of cochlear nuclei,GraCoch,granule cell layer of cochlear nuclei,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,GCLOCN_324,granule cell layer of cochlear nuclei,kept_for_review_or_manual_approval,72,0,246,
325,granule cell layer of the cerebellum,GraCb,granule cell layer of the cerebellum,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,GCLOTC_325,granule cell layer of the cerebellum,kept_for_review_or_manual_approval,115,83,191,
326,granular layer of the dentate gyrus,GCL,granular layer of the dentate gyrus,manual_common_neuroanatomy,granule cell layer,high,pending_review,GLOTDG_326,granular layer of the dentate gyrus,kept_for_review_or_manual_approval,222,255,0,
327,granular cell layer of the olfactory bulb,GrO,granular cell layer of the olfactory bulb,manual_common_neuroanatomy,granular cell layer olfactory bulb,high,pending_review,GCLOTO_327,granular cell layer of the olfactory bulb,kept_for_review_or_manual_approval,236,255,178,
328,hindbrain,HB,hindbrain,manual_common_neuroanatomy,broad division abbreviation,high,pending_review,H_328,hindbrain,kept_for_review_or_manual_approval,118,255,212,
329,nucleus of the horizontal limb of the diagonal band,HDB,nucleus of the horizontal limb of the diagonal band,manual_common_neuroanatomy,common abbreviation for horizontal diagonal band,high,pending_review,NOTHLO_329,nucleus of the horizontal limb of the diagonal band,kept_for_review_or_manual_approval,131,233,0,
330,hippocampus,HP,hippocampus,manual_common_neuroanatomy,common broad abbreviation,high,pending_review,H_330,hippocampus,kept_for_review_or_manual_approval,244,255,178,
331,hippocampal formation,HPF,hippocampal formation,manual_common_neuroanatomy,common abbreviation,high,pending_review,HF_331,hippocampal formation,kept_for_review_or_manual_approval,233,255,118,
332,hypothalamus,HY,hypothalamus,manual_common_neuroanatomy,Allen-style broad hypothalamus abbreviation,high,pending_review,H_332,hypothalamus,kept_for_review_or_manual_approval,255,110,0,
333,intercalated nuclei of the amygdala,I,intercalated nuclei of the amygdala,manual_common_neuroanatomy,common Paxinos-style abbreviation for intercalated amygdala nuclei,high,pending_review,INOTA_333,intercalated nuclei of the amygdala,kept_for_review_or_manual_approval,255,198,178,
335,interstitial nucleus of the vestibulocochlear nerve,IntVes,interstitial nucleus of the vestibulocochlear nerve,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,INOTVN_335,interstitial nucleus of the vestibulocochlear nerve,kept_for_review_or_manual_approval,63,0,216,
336,interanterodorsal thalamic nucleus,IAD,interanterodorsal thalamic nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,ITN_336,interanterodorsal thalamic nucleus,kept_for_review_or_manual_approval,212,154,0,
337,interanteromedial thalamic nucleus,IAM,interanteromedial thalamic nucleus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,ITN_337,interanteromedial thalamic nucleus,kept_for_review_or_manual_approval,223,172,35,
338,interstitial nucleus of the medulla,IntMed,interstitial nucleus of the medulla,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,INOTM_338,interstitial nucleus of the medulla,kept_for_review_or_manual_approval,100,47,225,
339,inferior colliculus,IC,inferior colliculus,manual_common_neuroanatomy,standard abbreviation,high,pending_review,IC_339,inferior colliculus,kept_for_review_or_manual_approval,0,48,255,
340,islands of Calleja,IslCal,islands of Calleja,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,IOC_340,islands of Calleja,kept_for_review_or_manual_approval,233,219,0,
341,"islands of Calleja, major island",IslCalMajIsl,"islands of Calleja, major island",rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,IOCMI_341,"islands of Calleja, major island",kept_for_review_or_manual_approval,255,244,89,
342,intradecussational nucleus of the superior cerebellar peduncle,IntSCbPed,intradecussational nucleus of the superior cerebellar peduncle,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,INOTSC_342,intradecussational nucleus of the superior cerebellar peduncle,kept_for_review_or_manual_approval,132,83,250,
343,intermediate endopiriform nucleus,IEn,intermediate endopiriform nucleus,manual_common_neuroanatomy,common abbreviation,high,pending_review,IEN_343,intermediate endopiriform nucleus,kept_for_review_or_manual_approval,95,35,237,
344,interfascicular nucleus,Int,interfascicular nucleus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,IN_344,interfascicular nucleus,kept_for_review_or_manual_approval,151,107,255,
345,indusium griseum,IG,indusium griseum,manual_common_neuroanatomy,standard abbreviation,high,pending_review,IG_345,indusium griseum,kept_for_review_or_manual_approval,178,255,0,
346,intergeniculate leaf,IGL,intergeniculate leaf,manual_common_neuroanatomy,standard abbreviation,high,pending_review,IL_346,intergeniculate leaf,kept_for_review_or_manual_approval,223,181,71,
347,intermediate interstitial nucleus of the medial longitudinal fasciculus,IIntMLonFas,intermediate interstitial nucleus of the medial longitudinal fasciculus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,IINOTM_347,intermediate interstitial nucleus of the medial longitudinal fasciculus,kept_for_review_or_manual_approval,128,95,208,
348,infralimbic cortex,IL,infralimbic cortex,paxinos_cortex_file_exact_id,Exact ID match in Paxinos_Watson_Labels_Cortex.txt: IL,official_local,pending_review,IL,infralimbic cortex,kept_for_review_or_manual_approval,247,255,35,
349,intermediate nucleus of the lateral lemniscus,ILLem,intermediate nucleus of the lateral lemniscus,rule_generated_from_paxinos_name,Algorithmic acronym generated from Paxinos raw name; requires manual review before use as curated label.,low,pending_review,INOTLL_349,intermediate nucleus of the lateral lemniscus,kept_for_review_or_manual_approval,93,23,255,
350,"intercalated amygdaloid nucleus, main part",I_350,"intercalated amygdaloid nucleus, main part",manual_common_neuroanatomy,common Paxinos-style abbreviation for intercalated amygdala nucleus,high,pending_review,IANMP_350,"intercalated amygdaloid nucleus, main part",kept_for_review_or_manual_approval,255,67,0,Acronym I duplicated with label_id 333; suffixed with label_id for uniqueness.
351,intramedullary thalamic area,IMD,intramedullary thalamic area,manual_common_neuroanatomy,standard-derived abbreviation,high,pending_review,ITA_351,intramedullary thalamic area,kept_for_review_or_manual_approval,223,201,142,
